,media name,media,post,link,time
61,BuzzFeed News,BuzzFeedNews,The rumors reached new heights after a video of Ayesha speaking about lacking “male attention” outside of her and Steph’s marriage resurfaced on Twitter last month.,https://l.facebook.com/l.php?u=https%3A%2F%2Fwww.buzzfeednews.com%2Farticle%2Falbertsamaha%2Fkroger-essential-workers-two-years-pandemic%3Fd_id%3D3036787%26ref%3Dbffbbuzzfeednews%26utm_source%3Ddynamic%26utm_campaign%3Dbffbbuzzfeednews%26fbclid%3DIwAR13bbTL_rN029TCpDJSwQ8Vd26AIjNCq2vKhvBGWPE0L-u6NEW8433B60k&h=AT3O2I-3XTXZVLT5lVY-1ZVwKvH0oaRav_VeO1IMiOZquFzaFUxh9JOMz1uzQp0ZauMrCozPBFBVC3KPIFleeN0Y6vMnLZlMjmQ0By8ixl67XXk-aF6r8NdGZ3hD-4gNhZJueGC7wrMiVHBRiTUn&__tn__=%2CmH-R&c[0]=AT2kmgYoioq-MTnFLkA6A4buBeQJP2sBFVDQfrQ6mgjyEmOZXprgxudbqbjiW4UWxRwwUh5rjf-ql55q23GRxDopwBYodX7QJKhHDXiP8bXBKN1V4gXvSqMNB90M1dLcELf3KAey_pPKvTpZB8-ViA0Yq1LMG2-JNXw8_fNCahMatM0, 
62,BuzzFeed News,BuzzFeedNews,Here’s what the bride made of the risqué wedding look which left the internet divided…,https://l.facebook.com/l.php?u=https%3A%2F%2Fwww.buzzfeednews.com%2Farticle%2Fskbaer%2Ffree-britney-nichelle-nichols-conservatorship%3Fd_id%3D3035328%26ref%3Dbffbbuzzfeednews%26utm_source%3Ddynamic%26utm_campaign%3Dbffbbuzzfeednews%26fbclid%3DIwAR336jEi8DCQfTaCya6J-INB9LkS8A8mOrbuQxHptYhjGTmkHOo3rRlNdco&h=AT2FPQJXuD42ppuEXj7F5ad4hZ_oN1CG8olbBIIRXpK8CFEP-KBUD_AMKBv0qpkC9PgSNgr9KfU0iR0aej9psY4qiFrhWdHg0TBxjBkFAJmBthhlIF2OsrzPXfp_1gGRUA6dSk5lmhXecMC5VRoG&__tn__=%2CmH-R&c[0]=AT2sXPre7cdMxftOgLqL79i-1QSAWbPg9Zs_i4873LNdx0rUbC3t6qfLIGgTLG1cRkKoNaLKRTDqQlLPSuO3uEZJQReDqXu7va2VP3OzsivNw_fO0t09ax34veoUgBAs5ilaNCW0ZsZVNnimaU3e7qj1QrbYvSjJe41z2oiJ88YjqqI,P
63,BuzzFeed News,BuzzFeedNews,"“Soooo this has taken a turn for the worse,” one congressional staffer wrote to federal law enforcement agencies during the Jan. 6 attack on the Capitol.",https://l.facebook.com/l.php?u=https%3A%2F%2Fwww.buzzfeednews.com%2Farticle%2Fbriannasacks%2Fbronx-apartment-building-fire-safety-violations%3Fd_id%3D3035309%26ref%3Dbffbbuzzfeednews%26utm_source%3Ddynamic%26utm_campaign%3Dbffbbuzzfeednews%26fbclid%3DIwAR1oMHVfaXo1jHdcNCrMciV1SnhZOZw2oIPTetWe6NQ7yLIwdUW4_lSj-5o&h=AT3RLhZFjU6KfTBd_rlD4yyMFBX-x1GYObD1xmxF519WHA89JsyGQnsR_opl4bQTHA3oR7871L7YFzM4Eleoh4IbcJNDrMZYrxajf__jcxY3UAvtiFO9-44lgRslSH66B_NKwwMG1RymM-eF0THo&__tn__=%2CmH-R&c[0]=AT35ad_DzE3KOtjtwE4h_sH3LNyre5jUC5vLFjsZ33a9mpmm2pw2nEFbjNySmZaqsiJ_4DUJFit1yGMIWSHh3KjFhJlHdJo-MEL_ganwXPk4kjkBxLbbmIgrl3G8VafhPB9uYdPxAsHfDMMlOBE-0qyRDjMHIWJy3-xWu78qM9HUXRE, 
64,BuzzFeed News,BuzzFeedNews,"Current wage rates for people in hourly jobs leave some unhoused, unable to buy food, or collecting cans to pay the bills.",https://l.facebook.com/l.php?u=https%3A%2F%2Fwww.buzzfeednews.com%2Farticle%2Fzoetillman%2Ftrump-january-6-sued-rally-speech%3Fd_id%3D3034979%26ref%3Dbffbbuzzfeednews%26utm_source%3Ddynamic%26utm_campaign%3Dbffbbuzzfeednews%26fbclid%3DIwAR2XtCJCeI6ETtoAVTTvmm_f1vNee_-E43_YeTF1vis9iyqXzHoR8a6uGIg&h=AT29kpRsNoldTMSHOCpk1eU0EEt-rO2ck5CCrhyqtHz9IB9L18rlrDoBgU4J3H6iL3aiJ8bDzrgbI5jkKWWPPq0npW2vVcRag1sWzLZP6qi-ky3iTTrEODgvtzssCDoXLgiUCCDQLzwgFhkxZ7Pj&__tn__=%2CmH-R&c[0]=AT1M9ae9kFzFpwwEKwJDIYwsf9AxiYBUs32Bqf-LEF6Nd5LiYyNZzDEPDA5AEF-QSXYFNMMCW-hWHRmNVN5E8pe-iY4P4M-IHVsm1TSdOi7CwYF6dGMhSt8oNWYgoADzjhr1RptsipvKj0oewrhdMpIib1MQWLZS8eWuqwbWEJXlgDY, 
65,BuzzFeed News,BuzzFeedNews,"""We're going to do whatever we can ... to make sure that there's lasting change for not just Britney, not just Nichelle, but everyone who is trapped in this corrupt system,"" one #FreeBritney organizer told BuzzFeed News.",https://l.facebook.com/l.php?u=https%3A%2F%2Fwww.buzzfeednews.com%2Farticle%2Fnidhiprakash%2Fbiden-voting-rights-georgia-filibuster-schumer-speech%3Fd_id%3D3034747%26ref%3Dbffbbuzzfeednews%26utm_source%3Ddynamic%26utm_campaign%3Dbffbbuzzfeednews%26fbclid%3DIwAR11IOlkljCiL5lAXAy3-8NMQndhYYaCgmjAVPVPdR3f8d9ahOyb6jd2SQw&h=AT1v4xfYO5xvGHNCewqBLv30wcx-TdDzdKEhbySOQdDJjSByRcw1fHND42Mj7atfGzYmXBM5yrHxLpZamayCUQ_oPRxG6jdjupHp78UKvN04t3DxnwNSWD3iRfVMnL1HE3YWP_BW74ec0JLVNVu0&__tn__=%2CmH-R&c[0]=AT0txqtCRfIDVrE6jRImzoaFLomoKRsIeZz3FytxnITAQMTMTlHrPDK0B2bAZyeRfujqPGVYstZYoOA3HbZ-h9d7o0QDuuS1loT9ChWlKNSTZjxvscAsG53fzZhpCKPMt0KoMMlWQ8mByyxxGJfg4EV1OB6q-Npcbxj9dMTIK8s9txs, 
66,BuzzFeed News,BuzzFeedNews,"Tenants of the public housing complex had also repeatedly reported malfunctioning doors, broken ventilation systems, and lack of heat.",https://l.facebook.com/l.php?u=https%3A%2F%2Fwww.buzzfeednews.com%2Farticle%2Fpiapeterson%2Fphotos-bronx-apartment-fire%3Fd_id%3D3034676%26ref%3Dbffbbuzzfeednews%26utm_source%3Ddynamic%26utm_campaign%3Dbffbbuzzfeednews%26fbclid%3DIwAR3k72WcYCTA9uJSA0y_3KfQwiR8mnnEJ1S40XrFIBQB279sAR5WykAFeUI&h=AT1X0iyzLDUT-57LJCQ7up2WaJAQYgmv81zqqxKiVp56OHMxM2re3X6o44vOp4Bnu7PKIthMeUNpXdbITtrPz9LL-zo-PG5QJHJx2w04oANvT2Zpdcask5Z8tE4fTaNrzbmNQR39ZSWDkvNE5P1e&__tn__=%2CmH-R&c[0]=AT3XjpnZnQCa-6Hzv6ErvacGQXzh_9TdZn7GhkvKYgdxURtcERl-kNpuF3k-lC25N8KJpBqlCu5Rz_22P8Rc1BxSrHPD4OlN5JwWpiZ0cP4tDNXcC16oEWI9SGA4rAcPY2PM50dUlqOqtv10vtZ3xYap1GeLjs7YndGJff-AfJSUJgk,0
67,BuzzFeed News,BuzzFeedNews,Trump wants a judge to dismiss three lawsuits seeking to hold him responsible for the Jan. 6 insurrection.,https://l.facebook.com/l.php?u=https%3A%2F%2Fwww.buzzfeednews.com%2Farticle%2Fellievhall%2Fkate-middleton-40-birthday-life-photos-life%3Fd_id%3D3034039%26ref%3Dbffbbuzzfeednews%26utm_source%3Ddynamic%26utm_campaign%3Dbffbbuzzfeednews%26fbclid%3DIwAR0mkjLrsRK0zxD7_V_0wLNFaOty1zfx3rA8nv12PrEFo2Kz8xf6EdX_vhE&h=AT2Az7TLeym50UxAMXXqVQJBp3acP2K4Em8CB4c6plHlCfmVFzce_UdbJZl3C9KsJ3T568zqvLXiTnuDhYBlPqUm6A64aLNYZRZjB1_8jHXsEB_YKa3QkXdVG27hVwKh_N7JoBWB7o-JqTOqc7gH&__tn__=%2CmH-R&c[0]=AT39S6GK_oVKhxzhJKb5QBdNfEXXux5_zmiMFUI25paq27KvRl6fF8Rn6-_uorGKiyIp2L-tlLmK3ydiu6fVAD8_vv21ZPB8mPY4a6y6og-jnOjv5ZOqgBO3A8lmnt16Imh5eyjHES4a3_27rI-YLTTi290BWIAMxow1AVZ_wpWuWX4,0
68,BuzzFeed News,BuzzFeedNews,“What we're saying is we don't need another speech. What we need is actually a plan.”,https://l.facebook.com/l.php?u=https%3A%2F%2Fwww.buzzfeednews.com%2Farticle%2Fmargaretkingsbury%2Fnew-sff-book-recommendations%3Fd_id%3D3033792%26ref%3Dbffbbuzzfeednews%26utm_source%3Ddynamic%26utm_campaign%3Dbffbbuzzfeednews%26fbclid%3DIwAR0FQ7a-mUEEFtzu2vCpytJEk-VIGo7-ClZpNie-2kuHvO5qY4WpX4KPyrg&h=AT1FEaC78xR03qlbFrYiD4tBqcxZqKRwkertue96hasl8vyTwkVnQyLhIG3xE4wzzgfXakuCrGfHPA3v7JYk4Fnf5DhZXhFrRAwJ9Hb3YnP8bMLFuvJwZP7OffLiMCZvZ2BXPRee38ubqU4Qs9Sb&__tn__=%2CmH-R&c[0]=AT3LikjimdmabFYZiIs6VnzuUWBh97kh_33m9au4Ds_hpGYPPqFC8GuCK3UFhx2rb9RY81Qz6xYoenN96HEyrQN1dIT_UJm5lSgpQqGeyDTXImfWv17cLzZQQpai_Yc-90LTXn3Z2YoWJdK9PJn0GKsoN8OWGsHXgHCdNyQCwqM5DVk, 
69,BuzzFeed News,BuzzFeedNews,"The Bronx fire comes just days after a fire at a Philadelphia apartment building that killed 12 people, eight of whom were children.",https://l.facebook.com/l.php?u=https%3A%2F%2Fwww.buzzfeednews.com%2Farticle%2Fdrumoorhouse%2Frobert-durst-dead-hbo-the-jinx%3Fbffbuzzfeednews%26utm_term%3D4ldqpho%26fbclid%3DIwAR2SCbatPyHkpyG_GSF5ooJ-FJQNpXaPvxgC_tTpvikA_w6yRvA39dI-XTk%234ldqpho&h=AT0_cMmSJdLrM1VBWX7Ua9BCeOTZkeFP0Q1bBvFl13z_T-PenLmwjZgyd5mzMMVdhwbuI939fGwxnIwY44AnUVgihZGBiirYEK6ahV-hZAXa8Sq-JrcqSR4L8--f7ctIKhMLfAoKKidN-tAJNoxt&__tn__=%2CmH-R&c[0]=AT18gyWLy0hCtX-Ua9CFENju4M8U5iJw-fQ2OepBA6eUQpZ3gK11RH2YPQkMruehUh_QCMG7bXHknGvGj7R2JLMr_e9cdLc3b9UZKrTJCCO9-UbZRWmdF3wrla5iWUqQj6CQy-WwXG6GnpymFhMEbf-8-SwKJstMct6AD6xwHXPuWPY,P
70,BuzzFeed News,BuzzFeedNews,The Duchess of Cambridge’s life in 40 photos.,https://l.facebook.com/l.php?u=https%3A%2F%2Fwww.buzzfeednews.com%2Farticle%2Fellendurney%2Fpete-davidson-and-other-celebs-react-to-bob-saget-death%3Fd_id%3D3033124%26ref%3Dbffbbuzzfeednews%26utm_source%3Ddynamic%26utm_campaign%3Dbffbbuzzfeednews%26fbclid%3DIwAR0mkjLrsRK0zxD7_V_0wLNFaOty1zfx3rA8nv12PrEFo2Kz8xf6EdX_vhE&h=AT0rfGCI5PB9rzJdO8VGvYjlJQlQlTk1ivowZ2X26Mvs049_ZHE1eW2wNtLZchzmsHswupUxAkFJaWeY1yODffn_8PUwzlCLF1Ad4QV--QpN2DB6ZDgL7r5yWaAL-98Hxwztt8w1O5S4FsHEGMZd&__tn__=%2CmH-R&c[0]=AT0_f8_PYHdkh01lKUQg2AeeBB8fMLx9_q7aq8XYY2TPjKIQDXMPFGgtvneqvLIXkkwp3S9llTUSlhB5UEtGrrwvVjLbtG7PT9drTAvOYwVtW8qfOlJ4rX0ejFReFzr3pxRDj7x3MKBTz-1PoKHSMTlRIVc47ONIpPbY3VZ-NxIPzNM, 
71,BuzzFeed News,BuzzFeedNews,From searing dystopian futures to sweeping romantic fantasies and action-packed space adventures.,https://l.facebook.com/l.php?u=https%3A%2F%2Fwww.buzzfeednews.com%2Farticle%2Fleylamohammed%2Fandrew-garfield-stressful-lying-about-spider-man-no-way-home%3Fd_id%3D3032910%26ref%3Dbffbbuzzfeednews%26utm_source%3Ddynamic%26utm_campaign%3Dbffbbuzzfeednews%26fbclid%3DIwAR2CUN4vb146ZdifqCtrGvbbpOkjnw6Gce5CpyXvy63JJVYL-G-Mf2tNNhw&h=AT2GMrKN1QcOk30pkAdXibfek5DP9Ph3yuF89cv2vtF8KPSB8t73DrXd152iTfHG1JpmK-HySYYEalWA7oXSZ7WZcZX_m85s17v7BslQcNqQEjfsgZCf7Zs5-YzfzCG1AKkXPvu-DkEbnmJDZ4sn&__tn__=%2CmH-R&c[0]=AT05nia9awJJLEs40Uyuzq821Goj5A_SqY27oOuLiGEX4wgFgBIkIqXzfyr6DUvr38WmLezqm3GH8_lcwwvlYpIkvvMzyU-yxZDqvJwuNhNBpoKVMt8OkeC9CwUEbua0NMIAZ0yiVeAnGZotmeuEL1qx2Sv4lbD7l09Wk4zosKTYuGM, 
72,BuzzFeed News,BuzzFeedNews,Convicted murderer Robert Durst has died at 78. The multimillionaire was the focus of The Jinx documentary.,https://l.facebook.com/l.php?u=https%3A%2F%2Fwww.buzzfeednews.com%2Farticle%2Fstephaniesoteriou%2Fjulia-fox-die-hard-kardashians-fan-kanye-west-divorce-kim%3Fd_id%3D3032833%26ref%3Dbffbbuzzfeednews%26utm_source%3Ddynamic%26utm_campaign%3Dbffbbuzzfeednews%26fbclid%3DIwAR24cKX_57ulhGY9RoQK58lUqPf2V9GZwq3Srf78ph8eClrsXnoffEb3BWM&h=AT0K261d4_bytG1u84Ek7xYSib-EJMNYXlcW8ckE3omEBSjExBCxbiwbL57IkNPiux6HGJMcq5UK7Nhs710IQ8g-B3Iuyv1CXzwvIGKYt-66cDFf9H19n_ft7K24TuSicdEWtEApaKgqB1n4HE07&__tn__=%2CmH-R&c[0]=AT0OB-CFTepZWtIj_Ny2XtwxLtfTLsBclEDXd_STlDqV_CIhGbRPTXSLDluKCKk-chCfx84CSoC9R0NDFjWVpEvQ5tZpQIzA3nesLBx_0l7_z-xwr3QJOrOtNN82wsckxQ82Y3JF0HRjCsfOFSiCb506lc-MkdQteSbKma0Z4Z25TNQ, 
73,BuzzFeed News,BuzzFeedNews,The comedian and actor — famous for his roles on Full House and How I Met Your Mother — died on Sunday at age 65.,https://l.facebook.com/l.php?u=https%3A%2F%2Fwww.buzzfeed.com%2Flarryfitzmaurice%2Fbob-saget-celebrity-death-reactions%3Fd_id%3D3032576%26ref%3Dbffbbuzzfeednews%26utm_source%3Ddynamic%26utm_campaign%3Dbffbbuzzfeednews%26fbclid%3DIwAR1a1vpCmOEi_5OfY23TllGFjWysMBF-mIXyNhAXsPlFq2RO0rTut428_oI&h=AT0kzDSaWR1sTr1syvc8a2yv5wpm4n0ALt1cz0YaZlUH5Ez5MpcHNu7zYqZThL_2dN10PlcqAFrIcFqcACXsFfjfXzgjhb8XIelb0VbRGbEJpAqDZKh7Fcq5iT6fn-tIQnkN7iquzBlaoDXSQC4t&__tn__=%2CmH-R&c[0]=AT0N0pBcB63RitWbkP7mTgZN_L69Hg9x9fJTOj_QseOMv7ZpPfYCrh_l9ohhwfvwEEfdpXRFTC3j5BHqWcwKjY7rW8mc__ENPBZWzx8enHo0d_TU5k0kbSvPncuvr55BirQJVuQT-hET1WQ2F_MmbBkxkGi0EG0Hj_iMpUE2y9HeLBg,0
74,BuzzFeed News,BuzzFeedNews,"“There were moments where I was like, ‘God, I hate lying.’ I don’t like to lie and I’m not a good liar, but I kept framing it as a game.”",https://l.facebook.com/l.php?u=https%3A%2F%2Fwww.buzzfeednews.com%2Farticle%2Fbenhenry%2Fgolden-globe-winners-2022%3Fd_id%3D3032398%26ref%3Dbffbbuzzfeednews%26utm_source%3Ddynamic%26utm_campaign%3Dbffbbuzzfeednews%26fbclid%3DIwAR0PncI5C9ax2kap-0NeQaCGBzwLB_RIFL_rSrD1T7SycmffIdlx6Sy-2wU&h=AT2gUPg2JfczsrtHnAYgJ-eECFT3eWcukd5BRqI3hxveZPSbPMJPgjUjuI0IBlFrWP6movMwi4mliLfaf2NJVI2y2jIM149AYhDao8_VT8hKfKPj7sjvF20CgjdOzXIice5R37knY8YC55TILtk5&__tn__=%2CmH-R&c[0]=AT2r0ao0eF83XTkel8oJq9_bcwpnunhdcuNZOdz5AAVy7R8aeOagERzG8okmMdyyZfcjD6mwzTD5CJUZvxqH6Pj76OzZVmm2_svVQ8ycnQKCLUBVQKn_2stQNAl2uC0RiP-XKMb1GinIk8Ziw7ux9aA-sESTuhWiWRIbJXlHP5sqzIo,0
75,BuzzFeed News,BuzzFeedNews,"Just days after Kanye publicly begged Kim to take him back, Julia discussed their divorce in a podcast and admitted that she wanted the Kardashians to be her “family”. Two weeks later, she and Ye began dating.",https://l.facebook.com/l.php?u=https%3A%2F%2Fwww.buzzfeed.com%2Flarryfitzmaurice%2Fbob-saget-dead-at-65%3Fd_id%3D3031307%26ref%3Dbffbbuzzfeednews%26utm_source%3Ddynamic%26utm_campaign%3Dbffbbuzzfeednews%26fbclid%3DIwAR0R1gjuONZVh5hhkoczAEAqPfm-FMlBaiaXKqz9YURleJ3IjZOe0QfWhE4&h=AT0O5Ifhu7YhVJWwpLQBBjYQnEqGt8kZLdBxWSXTAf8OBAa4LdaxFI7OkmyKV1VW3eMW7n2N8BeCgO02ixCkei-Ii_oNv6fnRTO7oMmz0hyaV0daRyRoxqyl7C4ZTuTjnVTHawtROrr-E3-xrDVv&__tn__=%2CmH-R&c[0]=AT1-FaJNO90IiioV5MnHC5-veOg9HpcwxhW3hg4WpKrFn3I4IONP_aFtkUOH2-wZByZSxArZYJpG6ntBFQE3Tk5uAslq3s3mj53sZPYYpHPNQ-IArsD9GJFNDN5LmU6mLu7-Lun19rICMPvQSRecfBVAjVpJ7DBkgNEHsoKK0o8cGRE, 
76,BuzzFeed News,BuzzFeedNews,“I am broken.”,https://l.facebook.com/l.php?u=https%3A%2F%2Fwww.buzzfeednews.com%2Farticle%2Fellievhall%2Fbronx-fire-deaths-children%3Fd_id%3D3030651%26ref%3Dbffbbuzzfeednews%26utm_source%3Ddynamic%26utm_campaign%3Dbffbbuzzfeednews%26fbclid%3DIwAR2HIAF55pdAYn3O4JpPcSiHvyxHlJXPzEIZAzHJV2u7Q3XzAW9fuLY3Evw&h=AT3J6A_E2XzATztucALXpF9N4qtUiEQHeNx-s5RDEVaUFx5vIYuR4LkpIihvdUJWlDlASMk8bBfSR8j1s_QKg3MnqPKmFEN25BrDxBrBNP4ZGOytMZjQpjOMioTM-2GITi0DWUfvq2J8-wJhxEyH&__tn__=%2CmH-R&c[0]=AT2opUQKV8J5BaWuS6mnPv4eU1b74mXwI_Myn-d4TTqnNiROYzw4jZi1533rl1_5RUl32KOds5i1LdA12OP6Q7JpqwLwzb7ceu1Onae_Yqi4hTkadLiy8Rjy3Td_vXInrGt-W-5w7WanatF6qlLceCv9NemUHS9YBj_fKiLiBTamcds,P
77,BuzzFeed News,BuzzFeedNews,"Nicole Kidman won her sixth Golden Globe in a fiercely contested Best Actress race, while Andrew Garfield and Will Smith also scored awards.",https://l.facebook.com/l.php?u=https%3A%2F%2Fwww.buzzfeednews.com%2Farticle%2Fellievhall%2Fkate-middleton-pictures-40-birthday-portrait-duchess%3Fd_id%3D3030507%26ref%3Dbffbbuzzfeednews%26utm_source%3Ddynamic%26utm_campaign%3Dbffbbuzzfeednews%26fbclid%3DIwAR3Wn079ie2_RaXE52IOVxnPBUeBjplekJ3JTlLcGPKFzTHEzIzVX0i1gR0&h=AT0O_rcT0M3XexMNjhpdEcVWhCmO5NsHsQQL7kCM4Q7H_ghFM1tSyRbufJsDq2eQqYXQZOhk-ys0L4EUg4y1iN2OKVQYvKCkxiiMGjDTVpAFt_MsN_6Yl8kC1-tlzkkSRFec71FT1iRZcZA3GbtS&__tn__=%2CmH-R&c[0]=AT3aEoMMvpcEByvv85Ye2ZI9UDUkDN48aPaaYLefJBQwXm_Kzc0VW0HSrkoFf8NXZgmah-2csAY8oehPdmtl9J8n4dcSCBrFqTYYXr6ampH-vuJc8nn0s9Nuhj8sxjlzf49xFt8SQ7ja8KkB-oYzy9XipT1X0PfDmDhTZMujdIefoyQ, 
78,BuzzFeed News,BuzzFeedNews,"Comedian and ""Full House"" star Bob Saget has died. The iconic TV dad was 65.",https://l.facebook.com/l.php?u=https%3A%2F%2Fwww.buzzfeednews.com%2Farticle%2Fjuliareinstein%2Fchinese-immigrant-dies-nyc-attack-injuries%3Fd_id%3D3028213%26ref%3Dbffbbuzzfeednews%26utm_source%3Ddynamic%26utm_campaign%3Dbffbbuzzfeednews%26fbclid%3DIwAR1_50uXd2GAHYhUgFvNIEhNt_Ch74WoCqEvVWSHfO9htyNyAREP5PZZq7g&h=AT1-TTyAVKSqSFBlb4Xa0tLHiHXLiTYcjKHE1HBbG3S-QxpWzQYNL5qh2pTx28alQGg5B6X7q4kvZMpW8qXYO5IaQ1vHXjHs9Mjz6lKL2IQSSX9plwev28WJ1doOkdNHgFBIk7OYfowc1x4j44YN&__tn__=%2CmH-R&c[0]=AT1NztZaTcVUoSm4WQN4HgepwWa-fi9nQkNnA8drPrsaJaL1YxBDtZBiUimG3xGn7cuUG0CTg47G5tjAb-UgP6brmAb0kn5kiXbXuqoO3Oba7t30wjkbI8VhqsQzieaCSnEvan5YFgWEU0bzr87B7RN-Cxb90RVlxf1yyvy31xQKwxA, 
79,BuzzFeed News,BuzzFeedNews,"""This is going to be one of the worst fires we have witnessed in modern times here in the city of New York,"" Mayor Eric Adams said.",https://l.facebook.com/l.php?u=https%3A%2F%2Fwww.buzzfeednews.com%2Farticle%2Ftomiobaro%2Fnew-books-2022-emily-st-john-mandel-ocean-vuong%3Fd_id%3D3026331%26ref%3Dbffbbuzzfeednews%26utm_source%3Ddynamic%26utm_campaign%3Dbffbbuzzfeednews%26fbclid%3DIwAR1RlCxKylcFRIKUHqt-X87VcdtjnNrfRMiC7oowozB4R-9w-euLAzKhimU&h=AT0Me0XNgWhJFa0tQ0hJvAYa3zx61TAXLCEcGkjsoakczOm_AOmJ-qSAIg-DcF1pUO11d-JP4e5SUZtC6Aen1ax0NWTNrlU_netMT7wrFuD1owYYPtbkWYAU670x18AKRhET9apGBVwpGFnyNvvU&__tn__=%2CmH-R&c[0]=AT3VsI8wAPQm8aF5GOTW9Ho1KFien9rHY9FknV1M0FJce4tHRMyNJE4foMDVYhVMsJ1D1goBUsf0J4R_wkfUELC_AIaDpFx68bTLnmPpSOkfKY-2-uEekH4LeH3EWaB0CcE3yxPd7tiV4RG5WX-5RRalaRT-VDJa5WOTphs9rv-2dX4, 
80,BuzzFeed News,BuzzFeedNews,The three new portraits of the Duchess of Cambridge will go on display around the UK and then hang in the National Portrait Gallery.,https://l.facebook.com/l.php?u=https%3A%2F%2Fwww.buzzfeednews.com%2Farticle%2Fpaigeskinner%2Finstagram-unfollow%3Fd_id%3D3026329%26ref%3Dbffbbuzzfeednews%26utm_source%3Ddynamic%26utm_campaign%3Dbffbbuzzfeednews%26fbclid%3DIwAR2HIAF55pdAYn3O4JpPcSiHvyxHlJXPzEIZAzHJV2u7Q3XzAW9fuLY3Evw&h=AT2CvO7Q5yBMzMlifU9ioLtTYU0Uh9V81kwb3oRggAG9mEGt5NPvxfbHY9tfIjWkIacN8J9hLO0gFhwiJ1ZUt677u0SrBbF5pAKb-0u_xpPcV4sJyA_qdb4vTqmjsIWD03Cn8p5VOLg9yu95A05C&__tn__=%2CmH-R&c[0]=AT0Bj9cb02gM-VOme7XtFYEpEC7cj5qb9SX9Hw6Xk4W9M4r7Dms7dF6NhzpwxPxzybcSQRhD9xuINpgIMD7K6Zl40rj5ju58mFdmvv136rJ25LbZVqJeNugGsnCZtNtdSXsCnLSJFli3wDrtKdgy9yqkY5fxnNRheuQEDcdTgsNqtg4,0
81,BuzzFeed News,BuzzFeedNews,"Yao Pan Ma, 61, had been in a coma since the assault in April. His alleged attacker has been charged with a hate crime and other charges.",https://l.facebook.com/l.php?u=https%3A%2F%2Fwww.buzzfeednews.com%2Farticle%2Fpiapeterson%2Fphoto-stories-challenge-world-view%3Fd_id%3D3026313%26ref%3Dbffbbuzzfeednews%26utm_source%3Ddynamic%26utm_campaign%3Dbffbbuzzfeednews%26fbclid%3DIwAR2H0WGlQUEPV_RU2pMimPJKDYWtZMS2mXkE_9gc4MANzaGDw-zw9oXIeYA&h=AT1CzxAoSgFxdwVbhjMukoMn3kf5WnrEf3PchgU8T7iI9ivSuFej1iPywPknei518TNXGO8FZmCdhK2VD68z4Jq8RYBtNdaR6jJDcjFXTETfxrlSWVULEJ-uWyenztdYv8NSLLyWyaI4JLONBK9s&__tn__=%2CmH-R&c[0]=AT1sO7U_JZAGNt80utO6kRoCbsi39BHVtwKd9Q5ubpMyKR9dgaN_wklkYJ0VXbHOQVAaqZF9sciSAg9JmXhBfgUfWqxNgRZcJ8c8UeXlLBL1F5XP5iJclk2lfzSyo-CBkfryqEIDZtaOI1ypNoZfZjp5rT3rEQDSaWDbhYDo-X6d884,0
82,BuzzFeed News,BuzzFeedNews,"2022 brings new and updated works from Hanya Yanagihara, Emily St. John Mandel, and Toni Morrison ",https://l.facebook.com/l.php?u=https%3A%2F%2Fwww.buzzfeednews.com%2Farticle%2Fpiapeterson%2Fphoto-stories-challenge-world-view%3Fd_id%3D3025012%26ref%3Dbffbbuzzfeednews%26utm_source%3Ddynamic%26utm_campaign%3Dbffbbuzzfeednews%26fbclid%3DIwAR1RlCxKylcFRIKUHqt-X87VcdtjnNrfRMiC7oowozB4R-9w-euLAzKhimU&h=AT0QDlF0gti4BrA3xy-J5i3o24_dVkpre9zhJ-7gcsnf-BdomSLMfqN3GBnHz8SM28DTPxzYxEYrc4tQ0MojVY8Qzl2VWKO6plzi6Y09IJqoWxImGRlyx72VXLZ1Jaq3UKLzGJ1-xtLDGMtxr10H&__tn__=%2CmH-R&c[0]=AT3_xUTsk-OsGmM51mGXMfhoueklIw1ngmOMlZNrD3NItMzM0OKBQMaNJ6f1ZnBEOJkdEAF-UZgUx5aG-EiLhHZYz3otcojcDkEDTHNJCOip1EGL11Vefrieru45laA-1NjRp4g_f3PNhr4gF9BXGWGPJ3Qtt2p87fN6OfwINOpyMP0, 
